Query,Passage,Method,Judge_1,Judge_2,Judge_3,Final
adele-award-received-brit-award-for-british-female-solo-artist.txt,"...Her career has led to three Goldene Europa awards, an Echo Award, a Variety Club of Great Britain Award, a Gold Badge award for her contribution to Britains Music Industry, and a Steiger Award for a lifetime career in music.  She has also been nominated for three Grammy Awards, three Brit Awards, two American Music Awards, two Echo Awards and much more. Tyler represented the United Kingdom at the World Popular Song Festival in 1979, winning the festival with her song ""Sitting on the Edge of the Ocean"".  She later represented the United Kingdom at the Eurovision Song Contest  in 2013, and became the first recipient at the Eurovision Song Contest Radio Awards for her country. Academy of Country Music Awards Academy of Country Music Awards is an annual country music awards show, established in 1964....",baseline_with_expansion,partial,relevant,non-relevant,non-relevant
adele-award-received-brit-award-for-british-female-solo-artist.txt,"...  List of awards and nominations received by Adele:    Brit Awards:  The Brit Awards are the British Phonographic Industrys  annual pop music awards.  Adele has received nine awards from fourteen nominations.  ! |-!scope=""row""| 2008  | rowspan=""3""|Adele| Critics Choice| | style=""text-align:center;""| |-!scope=""row"" rowspan=""3""|2009  | British Female Solo Artist| | rowspan=""3"" style=""text-align:center;""| |-| British Breakthrough Act  | |-|""Chasing Pavements""| British Single of the Year| |-!scope=""row"" rowspan=""3""|2012  | Adele| British Female Solo Artist| | rowspan=""3"" style=""text-align:center;""| |-| ""Someone like You""| British Single of the Year| |-| 21| British Album of the Year| |-!scope=""row""| 2013  | ""Skyfall""| British Single of the Year| | style=""text-align:center;""| |-!scope=""row"" rowspan=""5""|2016  |rowspan=""2""| Adele| British Female Solo Artist| | rowspan=""5"" style=""text-align:center;"" | |-| Global Success Award| |-| 25| British Album of the Year| |-|rowspan=""2""| ""Hello  ""| British Single of the Year|rowspan |-| British Artist Video Of The Year| |-!scope=""row""| 2017  | Adele| Global Success Award| | align=""center""| |}...",proposed,relevant,relevant,partial,relevant
adele-award-received-brit-award-for-british-female-solo-artist.txt,"...""Someone like You"" and ""Set Fire to the Rain"" won Best Pop Solo Performance  at the 54th  and 55th Annual Grammy Awards, respectively.  Adele was awarded several other accolades, including the Echo Music Award and Grammy Award  for Album of the Year, and won in 12 Billboard Music Award  categories....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
adele-award-received-brit-award-for-british-female-solo-artist.txt,"...  Adele:    Awards and achievements:   ""Skyfall"" won the Brit Award for Best British Single at the 2013 Brit Awards.  Released in 2015, Adeles third album, 25, became the years best-selling album and broke first week sales records  in a number of markets, including the UK and the US.  25 was her second album to be certified diamond in the US and earned her five Grammy Awards  , including her second Grammy Award for Album of the Year, and four Brit Awards  for British Female Solo Artist, British Album of the Year, British Single of the Year for ""Hello  "", and British Global Success.  Adeles seven weeks at the top of the UK Albums Chart took her total to 31 weeks at number one in the UK with her three albums, surpassing Madonna  s previous record of most weeks at number one for a female act in the UK.  The lead single, ""Hello"", became the first song in the US to sell over one million digital copies within a week of its release....",proposed,relevant,relevant,partial,relevant
adele-award-received-brit-award-for-british-female-solo-artist.txt,"...Her 2007 song ""Hometown Glory"" was nominated for a Grammy Award in the Best Female Pop Vocal Performance category.  At the 51st Annual Grammy Awards, she earned the Best New Artist  award, with two additional nominations at the same ceremony. Adeles second studio album 21  was released in January 2011 and held the top position for 24 weeks in the United States....",baseline_with_expansion,partial,non-relevant,non-relevant,non-relevant
adele-award-received-brit-award-for-british-female-solo-artist.txt,"...Three of its singles ""Rolling in the Deep"", ""Someone like You  "", and ""Set Fire to the Rain"" reached number one on the Billboard Hot 100  .  The former won three Grammy Awards – Song of the Year  , Record of the Year  , and Best Short Form Music Video  .  ""Someone like You"" and ""Set Fire to the Rain"" won Best Pop Solo Performance  at the 54th  and 55th Annual Grammy Awards, respectively....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
adele-award-received-brit-award-for-british-female-solo-artist.txt,"...Three of its singles ""Rolling in the Deep"", ""Someone like You  "", and ""Set Fire to the Rain"" reached number one on the Billboard Hot 100  .  The former won three Grammy Awards – Song of the Year  , Record of the Year  , and Best Short Form Music Video  .  ""Someone like You"" and ""Set Fire to the Rain"" won Best Pop Solo Performance  at the 54th  and 55th Annual Grammy Awards, respectively....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
adele-award-received-brit-award-for-british-female-solo-artist.txt,"...The album has sold over 31 million copies worldwide.  The success of 21 earned Adele numerous mentions in the Guinness Book of World Records  .  She is the first woman in the history of the Billboard Hot 100  to have three simultaneous top 10 singles as a lead artist, and the first female artist to simultaneously have two albums in the top five of the Billboard 200  and two singles in the top five of the Billboard Hot 100.  21 is the longest-running number one album by a female solo artist in the history of the UK and US Album Charts....",baseline_with_expansion,partial,partial,non-relevant,partial
adele-award-received-brit-award-for-british-female-solo-artist.txt,"...  Adele:    2011–2014: 21, worldwide recognition and hiatus:   Following that success, 21 achieved the biggest weekly sales increase following a Grammy win since Nielsen SoundScan began tracking data in 1991.  Adele received the Brit Award for Best British Female  Solo Artist, and British Album of the Year  presented to her by George Michael.  Following the Brit Awards, 21 reached number one for the 21st non-consecutive week in the UK.  The album has sold over 4....",proposed,relevant,relevant,relevant,relevant
bruno-mars-award-received-grammy-award.txt,"...  List of awards and nominations received by Bruno Mars:    Daytime Emmy Awards:  The Daytime Emmy Award is an American accolade bestowed by the New York  –based National Academy of Television Arts and Sciences in recognition of excellence in American  daytime television programming.  Emmys are considered the television equivalent to the Academy Awards , Grammy Awards  and Tony Awards .   | Mark Ronson and Bruno Mars in The Ellen DeGeneres Show| Outstanding Musical Performance in a Talk Show/Morning Program ...",proposed,relevant,relevant,relevant,relevant
bruno-mars-award-received-grammy-award.txt,"...svg }} Politics and government Tallest buildings Albuquerque  · Atlanta  · Baltimore  · Bellevue  · Boston  · Brooklyn  · Bucharest  · Chicago  · Cleveland  · Columbus, Ohio  · Dayton, Ohio  · Denver  · Detroit  · Dubai  · Houston  · Hong Kong  · Indianapolis  · Jersey City  · Las Vegas  · London  · Los Angeles  · Manchester  · Miami  · Minneapolis  · Mobile, Alabama  · New Orleans  · New York City  · Oakland, California  · Oklahoma City  · Philadelphia  · Pittsburgh  · Portland, Oregon  · Providence, Rhode Island  · Salford  · San Diego  · San Francisco  · Seattle  · Shanghai  · Singapore  · Tampa  · · Tulsa, Oklahoma  · Washington, D....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
bruno-mars-award-received-grammy-award.txt,"...He is the recipient of a BT Digital Music Award  , three Brit Awards, an Echo Award, a JUNO Award, five Grammy Awards, three Soul Train Music Awards, and an American Music Award.  He has also been nominated for two ARIA Music Awards, eight BET Awards, two MOBO Awards, and eleven NAACP Image Awards. Mars initially came to prominence as an acknowledged music producer and lyricist, who composed songs for other artists along with his production team The Smeezingtons.  They were responsible for composing Mars first collaboration with B. o....",baseline,non-relevant,relevant,non-relevant,non-relevant
bruno-mars-award-received-grammy-award.txt,"...  List of awards and nominations received by Bruno Mars:   Intro }}American singer and songwriter Bruno Mars has received 72 awards from 243 nominations.  He is the recipient of a BT Digital Music Award  , three Brit Awards, an Echo Award, a JUNO Award, five Grammy Awards, three Soul Train Music Awards, and an American Music Award.  He has also been nominated for two ARIA Music Awards, eight BET Awards, two MOBO Awards, and eleven NAACP Image Awards....",baseline,partial,relevant,relevant,relevant
